crowdedness,dhall,datetime
1,BF,2019-08-27 11:45:32.838015
3,MY,2019-08-27 11:45:32.838016
3,GH,2019-08-27 11:50:22.467005
6,MC,2019-08-27 11:50:22.468007
2,PC,2019-08-27 11:50:22.469009
2,SY,2019-08-27 11:50:22.471012
5,ES,2019-08-27 11:50:22.471013
2,BF,2019-08-27 11:50:22.472015
4,BK,2019-08-27 11:55:45.936089
2,BR,2019-08-27 11:55:45.938090
7,MC,2019-08-27 11:55:45.945093
4,SM,2019-08-27 11:55:45.948096
4,TD,2019-08-27 11:55:45.949097
6,ES,2019-08-27 11:55:45.952099
4,MY,2019-08-27 11:55:45.954102
5,BK,2019-08-27 12:01:36.391001
4,GH,2019-08-27 12:01:36.392003
3,JE,2019-08-27 12:01:36.395006
5,SM,2019-08-27 12:01:36.396008
5,TD,2019-08-27 12:01:36.396009
3,SY,2019-08-27 12:01:36.397010
7,ES,2019-08-27 12:01:36.397011
4,BF,2019-08-27 12:01:36.399013
6,BK,2019-08-27 12:05:20.534322
3,BR,2019-08-27 12:05:20.537323
8,MC,2019-08-27 12:05:20.543326
3,PC,2019-08-27 12:05:20.546328
6,SM,2019-08-27 12:05:20.547329
8,ES,2019-08-27 12:05:20.550332
3,TC,2019-08-27 12:05:20.551333
5,MY,2019-08-27 12:05:20.553335
0,BK,2019-08-27 12:08:33.387001
0,BR,2019-08-27 12:08:33.388002
0,GH,2019-08-27 12:08:33.388003
0,DC,2019-08-27 12:08:33.390004
0,MC,2019-08-27 12:08:33.390005
0,JE,2019-08-27 12:08:33.391006
0,PC,2019-08-27 12:08:33.392007
0,SM,2019-08-27 12:08:33.393008
0,TD,2019-08-27 12:08:33.393009
0,SY,2019-08-27 12:08:33.394010
1,ES,2019-08-27 12:08:33.395011
0,TC,2019-08-27 12:08:33.395012
0,BF,2019-08-27 12:08:33.396013
0,MY,2019-08-27 12:08:33.397014
6,BK,2019-08-27 12:09:07.877004
3,BR,2019-08-27 12:09:07.879005
4,GH,2019-08-27 12:09:07.881006
3,DC,2019-08-27 12:09:07.883007
8,MC,2019-08-27 12:09:07.884008
3,JE,2019-08-27 12:09:07.885009
3,PC,2019-08-27 12:09:07.886010
6,SM,2019-08-27 12:09:07.887011
5,TD,2019-08-27 12:09:07.888012
3,SY,2019-08-27 12:09:07.889013
8,ES,2019-08-27 12:09:07.890014
3,TC,2019-08-27 12:09:07.891015
4,BF,2019-08-27 12:09:07.892016
5,MY,2019-08-27 12:09:07.892017
5,GH,2019-08-27 12:10:21.856005
4,DC,2019-08-27 12:10:21.857006
9,MC,2019-08-27 12:10:21.858007
6,TD,2019-08-27 12:10:21.865011
9,ES,2019-08-27 12:10:21.867013
5,BF,2019-08-27 12:10:21.869015
4,BR,2019-08-27 12:15:58.250002
5,DC,2019-08-27 12:15:58.251004
7,MC,2019-08-27 12:15:58.251005
7,TD,2019-08-27 12:15:58.253009
6,MC,2019-08-27 12:20:37.692005
4,JE,2019-08-27 12:20:37.693006
4,PC,2019-08-27 12:20:37.695007
6,TD,2019-08-27 12:20:37.696009
4,SY,2019-08-27 12:20:37.697010
7,BF,2019-08-27 12:20:37.700013
4,MY,2019-08-27 12:20:37.701014
3,JE,2019-08-27 12:26:03.911008
7,TD,2019-08-27 12:26:03.913011
8,ES,2019-08-27 12:26:03.913013
5,BR,2019-08-27 12:31:28.785067
4,JE,2019-08-27 12:31:28.791071
3,PC,2019-08-27 12:31:28.792072
5,JE,2019-08-27 12:35:22.137076
4,PC,2019-08-27 12:35:22.138077
6,TD,2019-08-27 12:35:22.139079
7,ES,2019-08-27 12:35:22.141081
0,BK,2019-08-27 12:39:36.777001
0,BR,2019-08-27 12:39:36.778002
0,GH,2019-08-27 12:39:36.778003
0,DC,2019-08-27 12:39:36.779004
0,MC,2019-08-27 12:39:36.779005
0,JE,2019-08-27 12:39:36.779006
0,PC,2019-08-27 12:39:36.780007
0,SM,2019-08-27 12:39:36.780008
0,TD,2019-08-27 12:39:36.780009
0,SY,2019-08-27 12:39:36.781010
0,ES,2019-08-27 12:39:36.781011
0,TC,2019-08-27 12:39:36.781012
0,BF,2019-08-27 12:39:36.781013
0,MY,2019-08-27 12:39:36.782014
6,BK,2019-08-27 12:39:41.068003
5,BR,2019-08-27 12:39:41.069004
5,GH,2019-08-27 12:39:41.071005
5,DC,2019-08-27 12:39:41.072006
6,MC,2019-08-27 12:39:41.073007
5,JE,2019-08-27 12:39:41.074008
4,PC,2019-08-27 12:39:41.074009
6,SM,2019-08-27 12:39:41.075010
6,TD,2019-08-27 12:39:41.076011
4,SY,2019-08-27 12:39:41.077012
7,ES,2019-08-27 12:39:41.077013
3,TC,2019-08-27 12:39:41.078014
7,BF,2019-08-27 12:39:41.079015
4,MY,2019-08-27 12:39:41.080016
0,BK,2019-08-27 12:40:11.124048
0,BR,2019-08-27 12:40:11.126049
0,GH,2019-08-27 12:40:11.127050
0,DC,2019-08-27 12:40:11.129051
0,MC,2019-08-27 12:40:11.131052
0,JE,2019-08-27 12:40:11.132053
0,PC,2019-08-27 12:40:11.133054
0,SM,2019-08-27 12:40:11.134055
0,TD,2019-08-27 12:40:11.135056
0,SY,2019-08-27 12:40:11.136057
0,ES,2019-08-27 12:40:11.137058
0,TC,2019-08-27 12:40:11.137059
0,BF,2019-08-27 12:40:11.139060
0,MY,2019-08-27 12:40:11.140061
6,BK,2019-08-27 12:40:29.126087
5,BR,2019-08-27 12:40:29.128088
5,GH,2019-08-27 12:40:29.130089
5,DC,2019-08-27 12:40:29.131090
6,MC,2019-08-27 12:40:29.133091
6,JE,2019-08-27 12:40:29.134092
4,PC,2019-08-27 12:40:29.135093
6,SM,2019-08-27 12:40:29.136094
6,TD,2019-08-27 12:40:29.136095
4,SY,2019-08-27 12:40:29.137096
7,ES,2019-08-27 12:40:29.138097
3,TC,2019-08-27 12:40:29.139098
7,BF,2019-08-27 12:40:29.140099
4,MY,2019-08-27 12:40:29.141100
4,BR,2019-08-27 12:45:34.865002
5,JE,2019-08-27 12:45:34.869006
5,SM,2019-08-27 12:45:34.872008
5,SY,2019-08-27 12:45:34.874010
5,BK,2019-08-27 12:52:02.264002
5,MC,2019-08-27 12:52:02.268006
4,TD,2019-08-27 12:52:02.271010
4,SY,2019-08-27 12:52:02.272011
6,ES,2019-08-27 12:52:02.273012
3,BR,2019-08-27 12:55:26.246003
4,DC,2019-08-27 12:55:26.247005
4,SM,2019-08-27 12:55:26.248009
6,BF,2019-08-27 12:55:26.250014
3,MY,2019-08-27 12:55:26.250015
3,DC,2019-08-27 13:02:56.966004
4,JE,2019-08-27 13:02:56.968006
3,TD,2019-08-27 13:02:56.969009
3,SY,2019-08-27 13:02:56.970010
5,ES,2019-08-27 13:02:56.970011
5,BF,2019-08-27 13:02:56.971013
4,BK,2019-08-27 13:07:30.457002
4,GH,2019-08-27 13:07:30.458004
5,JE,2019-08-27 13:07:30.460007
4,BF,2019-08-27 13:07:30.463014
2,MY,2019-08-27 13:07:30.464015
2,BR,2019-08-27 13:11:03.247014
4,JE,2019-08-27 13:11:03.253018
3,GH,2019-08-27 13:15:37.853003
4,MC,2019-08-27 13:15:37.854005
3,JE,2019-08-27 13:15:37.854006
5,PC,2019-08-27 13:15:37.855007
3,BF,2019-08-27 13:15:37.856013
3,BK,2019-08-27 13:21:15.611003
2,JE,2019-08-27 13:21:15.612008
3,SM,2019-08-27 13:21:15.612010
2,DC,2019-08-27 13:25:51.409006
3,MC,2019-08-27 13:25:51.411007
4,PC,2019-08-27 13:25:51.414009
2,SY,2019-08-27 13:25:51.417012
2,BF,2019-08-27 13:25:51.419015
2,BK,2019-08-27 13:31:52.384003
4,ES,2019-08-27 13:31:52.394013
2,GH,2019-08-27 13:36:51.051003
2,MC,2019-08-27 13:36:51.052005
3,PC,2019-08-27 13:36:51.053007
2,SM,2019-08-27 13:36:51.053008
2,TD,2019-08-27 13:36:51.053009
3,ES,2019-08-27 13:41:39.723011
1,BF,2019-08-27 13:41:39.724013
0,BK,2019-08-27 13:45:09.110001
0,BR,2019-08-27 13:45:09.111002
0,GH,2019-08-27 13:45:09.113003
0,DC,2019-08-27 13:45:09.114004
0,MC,2019-08-27 13:45:09.116005
0,JE,2019-08-27 13:45:09.117006
0,PC,2019-08-27 13:45:09.118007
0,SM,2019-08-27 13:45:09.119008
0,TD,2019-08-27 13:45:09.120009
0,SY,2019-08-27 13:45:09.121010
1,ES,2019-08-27 13:45:09.121011
0,TC,2019-08-27 13:45:09.122012
0,BF,2019-08-27 13:45:09.123013
0,MY,2019-08-27 13:45:09.124014
2,BK,2019-08-27 13:46:04.706006
2,BR,2019-08-27 13:46:04.708007
2,GH,2019-08-27 13:46:04.710008
1,DC,2019-08-27 13:46:04.712009
1,MC,2019-08-27 13:46:04.714010
1,JE,2019-08-27 13:46:04.715011
2,PC,2019-08-27 13:46:04.716012
2,SM,2019-08-27 13:46:04.717013
2,TD,2019-08-27 13:46:04.718014
1,SY,2019-08-27 13:46:04.719015
3,ES,2019-08-27 13:46:04.720016
2,TC,2019-08-27 13:46:04.721017
1,BF,2019-08-27 13:46:04.722018
2,MY,2019-08-27 13:46:04.723019
1,BK,2019-08-27 13:50:41.595001
1,GH,2019-08-27 13:50:41.598003
1,SM,2019-08-27 13:50:41.602008
1,TD,2019-08-27 13:50:41.603009
2,ES,2019-08-27 13:50:41.604011
1,MY,2019-08-27 13:50:41.607014
1,BR,2019-08-27 13:55:49.092004
1,PC,2019-08-27 13:55:49.094009
1,ES,2019-08-27 13:55:49.095013
0,SM,2019-08-27 14:03:31.348010
1,TC,2019-08-27 14:03:31.350014
0,DC,2019-08-27 14:05:56.263006
0,MY,2019-08-27 14:05:56.265016
0,GH,2019-08-27 14:11:57.625003
0,TD,2019-08-27 14:11:57.632009
0,SY,2019-08-27 14:11:57.633010
0,ES,2019-08-27 14:11:57.634011
0,BR,2019-08-27 14:16:25.279004
0,MC,2019-08-27 14:16:25.280007
0,PC,2019-08-27 14:16:25.281009
0,BF,2019-08-27 14:16:25.282015
0,TC,2019-08-27 14:21:14.013012
0,BK,2019-08-27 14:27:30.004001
0,JE,2019-08-27 14:27:30.005006
2,BK,2019-08-27 14:28:54.398002
5,MC,2019-08-27 14:28:54.399006
4,JE,2019-08-27 14:28:54.399007
2,BF,2019-08-27 14:28:54.400014
0,BK,2019-08-27 14:33:36.826001
0,MC,2019-08-27 14:33:36.829005
0,JE,2019-08-27 14:33:36.830006
0,BF,2019-08-27 14:33:36.836013
1,ES,2019-08-27 14:52:55.349011
3,BK,2019-08-27 14:55:52.740003
5,MC,2019-08-27 14:55:52.745007
6,JE,2019-08-27 14:55:52.746008
0,ES,2019-08-27 14:55:52.749013
3,BF,2019-08-27 14:55:52.751015
0,BK,2019-08-27 14:57:54.828001
0,MC,2019-08-27 14:57:54.831005
0,JE,2019-08-27 14:57:54.832006
1,ES,2019-08-27 14:57:54.835011
0,BF,2019-08-27 14:57:54.836013
4,ES,2019-08-27 15:21:51.757013
1,ES,2019-08-27 15:22:27.048013
3,ES,2019-08-27 15:36:40.508013
4,ES,2019-08-27 15:40:34.401012
5,ES,2019-08-27 15:49:08.924011
6,ES,2019-08-27 15:52:42.167011
8,ES,2019-08-27 16:01:33.589014
6,ES,2019-08-27 16:12:58.299013
5,ES,2019-08-27 16:17:23.606013
4,ES,2019-08-27 16:23:13.340011
3,ES,2019-08-27 16:25:45.062012
2,ES,2019-08-27 16:33:37.713013
1,ES,2019-08-27 16:40:45.677037
1,BF,2019-08-27 16:50:49.109015
0,ES,2019-08-27 17:04:31.716011
0,BF,2019-08-27 17:04:31.718013
1,ES,2019-08-27 17:04:36.234011
1,BF,2019-08-27 17:04:36.235013
1,MC,2019-08-27 17:06:01.733005
1,BK,2019-08-27 17:10:27.377002
2,MC,2019-08-27 17:10:27.381006
1,JE,2019-08-27 17:10:27.382007
3,MC,2019-08-27 17:16:35.676005
2,JE,2019-08-27 17:16:35.678006
0,ES,2019-08-27 17:16:35.681011
4,MC,2019-08-27 17:20:36.018007
3,JE,2019-08-27 17:20:36.019008
2,BF,2019-08-27 17:20:36.026015
2,BK,2019-08-27 17:26:59.816003
5,MC,2019-08-27 17:26:59.823007
4,JE,2019-08-27 17:26:59.825008
3,BK,2019-08-27 17:31:31.061005
6,MC,2019-08-27 17:31:31.070009
5,JE,2019-08-27 17:31:31.072010
7,MC,2019-08-27 17:36:47.576005
6,JE,2019-08-27 17:36:47.577006
7,JE,2019-08-27 17:42:02.167006
6,MC,2019-08-27 17:51:39.059007
3,BF,2019-08-27 17:51:39.062015
0,MC,2019-08-27 17:55:18.782007
0,JE,2019-08-27 17:55:18.783008
0,BF,2019-08-27 17:55:18.784015
5,MC,2019-08-27 17:56:49.920005
6,JE,2019-08-27 17:56:49.920006
3,BF,2019-08-27 17:56:49.924013
1,DC,2019-08-27 18:03:24.926004
3,MC,2019-08-27 18:03:24.927005
4,JE,2019-08-27 18:03:24.929006
2,MC,2019-08-27 18:05:28.524006
2,BK,2019-08-27 18:11:36.878001
1,MC,2019-08-27 18:11:36.884005
3,JE,2019-08-27 18:11:36.885006
0,MC,2019-08-27 18:20:49.837006
0,JE,2019-08-27 18:20:49.839007
2,BF,2019-08-27 18:26:34.021013
0,DC,2019-08-27 18:40:47.989005
1,BF,2019-08-27 18:40:47.993014
3,BK,2019-08-27 18:54:12.139001
0,BF,2019-08-27 18:54:12.147013
0,BK,2019-08-27 19:32:26.524003
2,BK,2019-08-27 19:38:37.733001
1,BK,2019-08-27 19:47:15.910002
0,BK,2019-08-27 20:01:49.560003
1,BK,2019-08-28 08:02:28.511001
2,BR,2019-08-28 08:02:28.511002
1,GH,2019-08-28 08:02:28.511003
1,DC,2019-08-28 08:02:28.512004
2,MC,2019-08-28 08:02:28.512005
1,JE,2019-08-28 08:02:28.512006
1,SM,2019-08-28 08:02:28.513008
1,TD,2019-08-28 08:02:28.513009
1,SY,2019-08-28 08:02:28.513010
2,ES,2019-08-28 08:02:28.513011
2,BF,2019-08-28 08:02:28.514013
3,BR,2019-08-28 08:05:44.615002
2,SM,2019-08-28 08:05:44.616008
3,ES,2019-08-28 08:05:44.617011
1,TC,2019-08-28 08:05:44.617012
1,MY,2019-08-28 08:05:44.617014
2,GH,2019-08-28 08:11:17.396003
3,MC,2019-08-28 08:11:17.397005
2,SY,2019-08-28 08:11:17.399010
3,BF,2019-08-28 08:11:17.400013
3,SM,2019-08-28 08:15:32.798008
5,BR,2019-08-28 08:20:24.604002
2,TD,2019-08-28 08:20:24.606009
6,ES,2019-08-28 08:20:24.606011
4,BF,2019-08-28 08:20:24.607013
2,BK,2019-08-28 08:25:27.092003
6,BR,2019-08-28 08:25:27.094004
3,GH,2019-08-28 08:25:27.095005
2,DC,2019-08-28 08:25:27.097006
5,MC,2019-08-28 08:25:27.098007
2,JE,2019-08-28 08:25:27.100008
3,TD,2019-08-28 08:25:27.102011
3,SY,2019-08-28 08:25:27.103012
7,ES,2019-08-28 08:25:27.104013
2,TC,2019-08-28 08:25:27.105014
2,MY,2019-08-28 08:25:27.107016
3,BK,2019-08-28 08:31:14.549003
7,BR,2019-08-28 08:31:14.551004
4,GH,2019-08-28 08:31:14.554005
4,SM,2019-08-28 08:31:14.559010
9,ES,2019-08-28 08:31:14.561013
5,BF,2019-08-28 08:31:14.563015
4,BK,2019-08-28 08:35:22.987003
8,BR,2019-08-28 08:35:22.988004
5,GH,2019-08-28 08:35:22.988005
6,MC,2019-08-28 08:35:22.989007
3,JE,2019-08-28 08:35:22.990008
5,SM,2019-08-28 08:35:22.991010
4,TD,2019-08-28 08:35:22.991011
4,SY,2019-08-28 08:35:22.992012
10,ES,2019-08-28 08:35:22.993013
6,BF,2019-08-28 08:35:22.994015
6,GH,2019-08-28 08:40:35.882003
3,DC,2019-08-28 08:40:35.882004
6,SM,2019-08-28 08:40:35.885008
5,SY,2019-08-28 08:40:35.886010
3,TC,2019-08-28 08:40:35.887012
3,MY,2019-08-28 08:40:35.887014
5,BK,2019-08-28 08:46:00.993001
9,BR,2019-08-28 08:46:00.994002
4,JE,2019-08-28 08:46:00.997006
7,SM,2019-08-28 08:46:00.998008
5,TD,2019-08-28 08:46:00.999009
6,SY,2019-08-28 08:46:00.999010
7,BF,2019-08-28 08:46:01.001013
7,MC,2019-08-28 08:50:25.254005
5,JE,2019-08-28 08:50:25.255006
6,TD,2019-08-28 08:50:25.258009
7,SY,2019-08-28 08:50:25.259010
4,TC,2019-08-28 08:50:25.260012
4,MY,2019-08-28 08:50:25.262014
8,BR,2019-08-28 08:57:18.637004
2,PC,2019-08-28 08:57:18.642009
8,SM,2019-08-28 08:57:18.643010
7,TD,2019-08-28 08:57:18.644011
6,SY,2019-08-28 08:57:18.644012
6,BK,2019-08-28 09:02:53.404002
7,BR,2019-08-28 09:02:53.404003
5,BK,2019-08-28 09:05:33.686003
6,MC,2019-08-28 09:05:33.687007
6,TD,2019-08-28 09:05:33.688011
6,BR,2019-08-28 09:10:53.766002
5,GH,2019-08-28 09:10:53.767003
4,JE,2019-08-28 09:10:53.769006
7,SM,2019-08-28 09:10:53.771008
5,SY,2019-08-28 09:10:53.772010
9,ES,2019-08-28 09:10:53.772011
6,BF,2019-08-28 09:10:53.774013
4,BK,2019-08-28 09:15:37.836001
5,BR,2019-08-28 09:15:37.839002
4,GH,2019-08-28 09:15:37.842003
5,MC,2019-08-28 09:15:37.845005
3,PC,2019-08-28 09:15:37.848007
5,TD,2019-08-28 09:15:37.850009
7,ES,2019-08-28 09:15:37.852011
3,MY,2019-08-28 09:15:37.855014
2,DC,2019-08-28 09:21:39.321004
5,SM,2019-08-28 09:21:39.327008
4,SY,2019-08-28 09:21:39.329010
5,ES,2019-08-28 09:21:39.330011
3,TC,2019-08-28 09:21:39.331012
5,BF,2019-08-28 09:21:39.332013
3,BK,2019-08-28 09:25:46.197003
4,BR,2019-08-28 09:25:46.198004
3,GH,2019-08-28 09:25:46.198005
4,MC,2019-08-28 09:25:46.199007
3,JE,2019-08-28 09:25:46.199008
4,SM,2019-08-28 09:25:46.200010
4,TD,2019-08-28 09:25:46.200011
3,SY,2019-08-28 09:25:46.200012
3,ES,2019-08-28 09:25:46.200013
4,BF,2019-08-28 09:25:46.201015
2,BK,2019-08-28 09:31:02.045003
3,BR,2019-08-28 09:31:02.046004
3,MC,2019-08-28 09:31:02.046007
2,JE,2019-08-28 09:31:02.047008
3,TD,2019-08-28 09:31:02.047011
2,SY,2019-08-28 09:31:02.048012
2,ES,2019-08-28 09:31:02.048013
2,TC,2019-08-28 09:31:02.048014
3,BF,2019-08-28 09:31:02.048015
2,MY,2019-08-28 09:31:02.048016
4,BR,2019-08-28 09:35:30.939002
2,PC,2019-08-28 09:35:30.944007
3,SM,2019-08-28 09:35:30.944008
2,TD,2019-08-28 09:35:30.945009
3,SY,2019-08-28 09:35:30.946010
3,BR,2019-08-28 09:39:55.072004
2,GH,2019-08-28 09:39:55.073005
4,BR,2019-08-28 09:39:59.493049
3,GH,2019-08-28 09:39:59.494050
3,BR,2019-08-28 09:40:15.192005
2,GH,2019-08-28 09:40:15.194006
4,BR,2019-08-28 09:40:16.259004
3,GH,2019-08-28 09:40:16.260005
3,BR,2019-08-28 09:40:33.117002
2,GH,2019-08-28 09:40:33.117003
3,GH,2019-08-28 09:46:06.648003
2,MC,2019-08-28 09:46:06.649005
2,BF,2019-08-28 09:46:06.653013
2,GH,2019-08-28 09:53:04.503005
3,ES,2019-08-28 09:53:04.513013
1,MY,2019-08-28 09:53:04.515016
3,GH,2019-08-28 09:55:37.503004
1,DC,2019-08-28 09:55:37.504005
2,ES,2019-08-28 09:55:37.506012
3,MC,2019-08-28 10:01:59.893005
1,PC,2019-08-28 10:01:59.893007
3,ES,2019-08-28 10:01:59.894011
3,BF,2019-08-28 10:01:59.895013
4,BR,2019-08-28 10:05:26.865002
3,BR,2019-08-28 10:11:07.240004
2,GH,2019-08-28 10:15:37.626107
2,SY,2019-08-28 10:15:37.635114
2,ES,2019-08-28 10:15:37.636115
2,MY,2019-08-28 10:15:37.640118
2,MC,2019-08-28 10:20:38.490007
2,PC,2019-08-28 10:20:38.491009
3,SY,2019-08-28 10:20:38.492012
1,PC,2019-08-28 10:25:23.816009
2,SY,2019-08-28 10:25:23.817012
2,SM,2019-08-28 10:31:31.001008
1,ES,2019-08-28 10:31:31.001011
2,BR,2019-08-28 10:35:21.835004
1,JE,2019-08-28 10:35:21.837008
1,TC,2019-08-28 10:35:21.840014
1,MC,2019-08-28 10:41:06.960007
1,TD,2019-08-28 10:41:06.961011
1,BR,2019-08-28 10:45:37.848002
2,BF,2019-08-28 10:45:37.855013
1,BK,2019-08-28 10:50:43.260003
1,SY,2019-08-28 10:50:43.266012
1,SM,2019-08-28 10:55:40.464009
1,GH,2019-08-28 11:04:41.910003
1,BF,2019-08-28 11:04:41.921013
1,MY,2019-08-28 11:04:41.922014
2,DC,2019-08-28 11:05:26.492065
0,SM,2019-08-28 11:10:31.470008
0,BF,2019-08-28 11:10:31.471013
0,JE,2019-08-28 11:15:59.274007
0,BR,2019-08-28 11:20:34.870004
3,DC,2019-08-28 11:20:34.873006
0,PC,2019-08-28 11:20:34.877009
0,SY,2019-08-28 11:20:34.879012
0,TC,2019-08-28 11:25:30.987024
1,BR,2019-08-28 11:32:02.739004
1,JE,2019-08-28 11:32:02.741008
1,SM,2019-08-28 11:32:02.741010
1,BF,2019-08-28 11:32:02.742015
0,MY,2019-08-28 11:32:02.742016
2,BK,2019-08-28 11:35:33.313001
1,PC,2019-08-28 11:35:33.315007
2,SM,2019-08-28 11:35:33.315008
1,SY,2019-08-28 11:35:33.316010
1,TC,2019-08-28 11:35:33.316012
2,BF,2019-08-28 11:35:33.316013
2,MY,2019-08-28 11:35:33.317014
2,ES,2019-08-28 11:41:11.905012
2,TC,2019-08-28 11:41:11.905013
2,GH,2019-08-28 11:45:59.161005
2,TD,2019-08-28 11:45:59.163011
3,BF,2019-08-28 11:45:59.164015
3,MY,2019-08-28 11:45:59.164016
2,DC,2019-08-28 11:50:23.237005
2,MC,2019-08-28 11:50:23.237006
2,JE,2019-08-28 11:50:23.237007
3,BK,2019-08-28 11:56:14.539001
3,SM,2019-08-28 11:56:14.548008
3,ES,2019-08-28 11:56:14.551011
4,BF,2019-08-28 11:56:14.552013
4,BK,2019-08-28 12:02:06.847001
3,GH,2019-08-28 12:02:06.848003
3,MC,2019-08-28 12:02:06.850005
2,PC,2019-08-28 12:02:06.851007
4,SM,2019-08-28 12:02:06.851008
3,TD,2019-08-28 12:02:06.852009
3,TC,2019-08-28 12:02:06.853012
3,JE,2019-08-28 12:05:34.573006
2,SY,2019-08-28 12:05:34.574010
4,MY,2019-08-28 12:05:34.576014
2,BR,2019-08-28 12:10:47.665002
4,TD,2019-08-28 12:10:47.675009
4,ES,2019-08-28 12:10:47.677011
0,BK,2019-08-28 12:14:37.909001
0,BR,2019-08-28 12:14:37.911002
1,GH,2019-08-28 12:14:37.913003
0,DC,2019-08-28 12:14:37.915004
0,MC,2019-08-28 12:14:37.917005
0,JE,2019-08-28 12:14:37.919006
0,PC,2019-08-28 12:14:37.920007
0,SM,2019-08-28 12:14:37.921008
0,TD,2019-08-28 12:14:37.922009
0,SY,2019-08-28 12:14:37.923010
0,ES,2019-08-28 12:14:37.924011
6,TC,2019-08-28 12:14:37.925012
0,BF,2019-08-28 12:14:37.926013
0,MY,2019-08-28 12:14:37.927014
4,BK,2019-08-28 12:14:57.761001
2,BR,2019-08-28 12:14:57.761002
3,GH,2019-08-28 12:14:57.762003
2,DC,2019-08-28 12:14:57.762004
3,MC,2019-08-28 12:14:57.762005
3,JE,2019-08-28 12:14:57.763006
2,PC,2019-08-28 12:14:57.763007
4,SM,2019-08-28 12:14:57.763008
4,TD,2019-08-28 12:14:57.763009
2,SY,2019-08-28 12:14:57.764010
4,ES,2019-08-28 12:14:57.764011
3,TC,2019-08-28 12:14:57.764012
4,BF,2019-08-28 12:14:57.764013
4,MY,2019-08-28 12:14:57.765014
3,BK,2019-08-28 12:15:47.542001
1,BR,2019-08-28 12:15:47.543002
4,JE,2019-08-28 12:15:47.544006
3,MY,2019-08-28 12:15:47.547014
4,BK,2019-08-28 12:20:27.824013
3,JE,2019-08-28 12:20:27.829018
3,ES,2019-08-28 12:20:27.833023
2,BR,2019-08-28 12:25:28.455003
5,SM,2019-08-28 12:25:28.460009
7,BK,2019-08-28 12:32:06.667001
4,GH,2019-08-28 12:32:06.668003
3,DC,2019-08-28 12:32:06.669004
5,JE,2019-08-28 12:32:06.670006
3,PC,2019-08-28 12:32:06.670007
7,SM,2019-08-28 12:32:06.671008
6,TD,2019-08-28 12:32:06.671009
3,SY,2019-08-28 12:32:06.672010
4,TC,2019-08-28 12:32:06.672012
5,BF,2019-08-28 12:32:06.673013
4,MY,2019-08-28 12:32:06.673014
5,GH,2019-08-28 12:35:41.025004
4,MC,2019-08-28 12:35:41.025006
8,SM,2019-08-28 12:35:41.026009
7,TD,2019-08-28 12:35:41.026010
6,BF,2019-08-28 12:35:41.027014
5,MY,2019-08-28 12:35:41.027015
8,BK,2019-08-28 12:40:57.360001
3,BR,2019-08-28 12:40:57.361002
7,GH,2019-08-28 12:40:57.362003
6,JE,2019-08-28 12:40:57.364006
9,TD,2019-08-28 12:40:57.365009
4,SY,2019-08-28 12:40:57.366010
4,ES,2019-08-28 12:40:57.366011
7,BF,2019-08-28 12:40:57.367013
9,BK,2019-08-28 12:45:32.715003
9,SM,2019-08-28 12:45:32.716010
10,TD,2019-08-28 12:45:32.717011
5,TC,2019-08-28 12:45:32.717014
6,MY,2019-08-28 12:45:32.717016
8,GH,2019-08-28 12:50:26.028005
4,DC,2019-08-28 12:50:26.029006
6,MC,2019-08-28 12:50:26.031007
4,PC,2019-08-28 12:50:26.033009
6,TC,2019-08-28 12:50:26.036014
8,BF,2019-08-28 12:50:26.037015
4,BR,2019-08-28 12:55:30.573004
5,MC,2019-08-28 12:55:30.573007
7,MY,2019-08-28 12:55:30.575016
10,BK,2019-08-28 13:01:47.602002
10,GH,2019-08-28 13:01:47.603004
6,MC,2019-08-28 13:01:47.604006
7,JE,2019-08-28 13:01:47.604007
5,PC,2019-08-28 13:01:47.604008
10,SM,2019-08-28 13:01:47.604009
5,SY,2019-08-28 13:01:47.605011
5,ES,2019-08-28 13:01:47.605012
8,MY,2019-08-28 13:01:47.606015
9,BK,2019-08-28 13:05:37.680001
7,MC,2019-08-28 13:05:37.685005
8,JE,2019-08-28 13:05:37.686006
6,ES,2019-08-28 13:05:37.689011
7,TC,2019-08-28 13:05:37.689012
9,BF,2019-08-28 13:05:37.690013
9,MY,2019-08-28 13:05:37.691014
8,BK,2019-08-28 13:10:25.782001
7,JE,2019-08-28 13:10:25.786006
9,TD,2019-08-28 13:10:25.787009
7,BK,2019-08-28 13:15:43.641003
9,GH,2019-08-28 13:15:43.643005
8,SM,2019-08-28 13:15:43.645010
7,TD,2019-08-28 13:15:43.646011
4,SY,2019-08-28 13:15:43.646012
6,TC,2019-08-28 13:15:43.647014
8,BF,2019-08-28 13:15:43.648015
7,MY,2019-08-28 13:15:43.648016
5,BK,2019-08-28 13:20:22.147001
7,GH,2019-08-28 13:20:22.149003
6,MC,2019-08-28 13:20:22.150005
6,JE,2019-08-28 13:20:22.150006
7,SM,2019-08-28 13:20:22.151008
6,TD,2019-08-28 13:20:22.151009
5,ES,2019-08-28 13:20:22.152011
7,BF,2019-08-28 13:20:22.152013
6,SM,2019-08-28 13:25:25.596010
5,TD,2019-08-28 13:25:25.596011
6,MY,2019-08-28 13:25:25.603016
4,BK,2019-08-28 13:32:12.975053
3,BR,2019-08-28 13:32:15.037057
6,GH,2019-08-28 13:32:15.039058
3,DC,2019-08-28 13:32:15.040059
