"","DATE","date_int","hall_id","name","is_family_dinner","start","end","average_occupancy","max_occupancy","PRCP","TMAX","TMIN"
"233","2019-06-15",46,"MC","Dinner",0,"17:00","19:30",1.76611888722222,3,0,78,53
"234","2019-06-15",46,"MC","Breakfast",0,"08:00","11:00",1.69220740814815,3,0,78,53
"235","2019-06-15",46,"MC","Lunch",0,"11:00","13:30",1.18119244277778,3,0,78,53
"236","2019-06-16",47,"BF","Lunch",0,"11:00","13:30",1.02055522044444,3,0.15,76,66
"237","2019-06-16",47,"MC","Lunch",0,"11:00","13:30",1.95477888611111,3,0.15,76,66
"238","2019-06-16",47,"BF","Dinner",1,"17:00","19:30",2.06068244588889,4,0.15,76,66
"239","2019-06-16",47,"DC","Dinner",1,"17:00","19:30",5.42891755777778,9,0.15,76,66
"240","2019-06-16",47,"ES","Dinner",1,"17:00","19:30",5.14112966766667,1,0.15,76,66
"241","2019-06-16",47,"MC","Dinner",1,"17:00","19:30",2.94225377477778,4,0.15,76,66
"242","2019-06-16",47,"PC","Dinner",1,"17:00","19:30",6.25006266722222,10,0.15,76,66
"243","2019-06-16",47,"MC","Breakfast",0,"08:00","11:00",1.11877759212963,2,0.15,76,66
"244","2019-06-16",47,"BF","Breakfast",0,"08:00","11:00",0.551447314814815,1,0.15,76,66
"245","2019-06-17",48,"BF","Breakfast",0,"08:00","11:00",1.77024027796296,5,0,81,67
"246","2019-06-17",48,"DC","Breakfast",0,"08:00","11:00",2.43437750018519,9,0,81,67
"247","2019-06-17",48,"BF","Lunch",0,"11:00","13:30",2.14678988455556,4,0,81,67
"248","2019-06-17",48,"DC","Lunch",0,"11:00","13:30",3.14809843977778,8,0,81,67
"249","2019-06-17",48,"MC","Breakfast",0,"08:00","11:00",1.93885361064815,3,0,81,67
"250","2019-06-17",48,"PC","Breakfast",0,"08:00","11:00",3.70194768518519,10,0,81,67
"251","2019-06-17",48,"BF","Dinner",0,"17:00","19:30",2.88597388844444,6,0,81,67
"252","2019-06-17",48,"DC","Dinner",0,"17:00","19:30",4.28201399844445,9,0,81,67
"253","2019-06-17",48,"MC","Dinner",0,"17:00","19:30",3.43218488755556,5,0,81,67
"254","2019-06-17",48,"PC","Dinner",0,"17:00","19:30",21.631332667,10,0,81,67
"255","2019-06-17",48,"PC","Lunch",0,"11:00","13:30",4.42098465777778,10,0,81,67
"256","2019-06-17",48,"MC","Lunch",0,"11:00","13:30",3.39100121566667,9,0,81,67
"257","2019-06-18",49,"DC","Breakfast",0,"08:00","11:00",2.30276101944444,9,0.94,70,68
"258","2019-06-18",49,"MC","Breakfast",0,"08:00","11:00",1.66096907333333,3,0.94,70,68
"259","2019-06-18",49,"BF","Breakfast",0,"08:00","11:00",1.35082416722222,5,0.94,70,68
