crowdedness,dhall,datetime
2,SY,2019-05-06 09:37:26.446011
2,ES,2019-05-06 09:37:26.447012
1,TC,2019-05-06 09:37:26.447013
1,BF,2019-05-06 09:37:26.448014
2,PM,2019-05-06 09:37:26.448015
2,BK,2019-05-06 09:44:51.483002
2,BR,2019-05-06 09:44:51.483003
2,GH,2019-05-06 09:44:51.484004
1,DC,2019-05-06 09:44:51.484005
2,MC,2019-05-06 09:44:51.485006
1,JE,2019-05-06 09:44:51.485007
1,PC,2019-05-06 09:44:51.485008
2,SM,2019-05-06 09:44:51.486009
2,TD,2019-05-06 09:44:51.486010
2,SY,2019-05-06 09:44:51.486011
2,ES,2019-05-06 09:44:51.487012
1,TC,2019-05-06 09:44:51.487013
1,BF,2019-05-06 09:44:51.487014
2,PM,2019-05-06 09:44:51.488015
2,BK,2019-05-06 09:45:06.332003
2,BR,2019-05-06 09:45:06.332004
2,GH,2019-05-06 09:45:06.333005
1,DC,2019-05-06 09:45:06.333006
2,MC,2019-05-06 09:45:06.334007
1,JE,2019-05-06 09:45:06.334008
1,PC,2019-05-06 09:45:06.334009
2,SM,2019-05-06 09:45:06.335010
2,TD,2019-05-06 09:45:06.335011
2,SY,2019-05-06 09:45:06.335012
2,ES,2019-05-06 09:45:06.335013
1,TC,2019-05-06 09:45:06.336014
1,BF,2019-05-06 09:45:06.336015
2,PM,2019-05-06 09:45:06.337016
2,BK,2019-05-06 09:45:36.468002
2,BR,2019-05-06 09:45:36.469003
2,GH,2019-05-06 09:45:36.470004
1,DC,2019-05-06 09:45:36.471005
2,MC,2019-05-06 09:45:36.472006
1,JE,2019-05-06 09:45:36.473007
1,PC,2019-05-06 09:45:36.474008
2,SM,2019-05-06 09:45:36.475009
2,TD,2019-05-06 09:45:36.476010
2,SY,2019-05-06 09:45:36.477011
2,ES,2019-05-06 09:45:36.478012
1,TC,2019-05-06 09:45:36.478013
1,BF,2019-05-06 09:45:36.479014
2,PM,2019-05-06 09:45:36.480015
2,BK,2019-05-06 09:48:16.675002
2,BR,2019-05-06 09:48:16.677003
2,GH,2019-05-06 09:48:16.679004
1,DC,2019-05-06 09:48:16.681005
2,MC,2019-05-06 09:48:16.682006
1,JE,2019-05-06 09:48:16.683007
2,PC,2019-05-06 09:48:16.684008
3,SM,2019-05-06 09:48:16.685009
2,TD,2019-05-06 09:48:16.686010
3,SY,2019-05-06 09:48:16.687011
2,ES,2019-05-06 09:48:16.687012
1,TC,2019-05-06 09:48:16.688013
1,BF,2019-05-06 09:48:16.689014
2,PM,2019-05-06 09:48:16.690015
2,BK,2019-05-06 09:52:02.811001
2,BR,2019-05-06 09:52:02.812002
2,GH,2019-05-06 09:52:02.813003
1,DC,2019-05-06 09:52:02.815004
2,MC,2019-05-06 09:52:02.816005
1,JE,2019-05-06 09:52:02.817006
2,PC,2019-05-06 09:52:02.817007
2,SM,2019-05-06 09:52:02.818008
2,TD,2019-05-06 09:52:02.819009
3,SY,2019-05-06 09:52:02.820010
2,ES,2019-05-06 09:52:02.820011
1,TC,2019-05-06 09:52:02.821012
2,BF,2019-05-06 09:52:02.822013
2,PM,2019-05-06 09:52:02.823014
2,BK,2019-05-06 09:53:53.771002
2,BR,2019-05-06 09:53:53.773003
2,GH,2019-05-06 09:53:53.774004
1,DC,2019-05-06 09:53:53.776005
2,MC,2019-05-06 09:53:53.777006
1,JE,2019-05-06 09:53:53.778007
2,PC,2019-05-06 09:53:53.780008
2,SM,2019-05-06 09:53:53.781009
2,TD,2019-05-06 09:53:53.782010
3,SY,2019-05-06 09:53:53.783011
2,ES,2019-05-06 09:53:53.783012
1,TC,2019-05-06 09:53:53.784013
2,BF,2019-05-06 09:53:53.785014
2,PM,2019-05-06 09:53:53.786015
2,BK,2019-05-06 09:54:08.738003
2,BR,2019-05-06 09:54:08.739004
2,GH,2019-05-06 09:54:08.739005
1,DC,2019-05-06 09:54:08.739006
2,MC,2019-05-06 09:54:08.740007
1,JE,2019-05-06 09:54:08.740008
2,PC,2019-05-06 09:54:08.740009
2,SM,2019-05-06 09:54:08.740010
2,TD,2019-05-06 09:54:08.740011
3,SY,2019-05-06 09:54:08.741012
2,ES,2019-05-06 09:54:08.741013
1,TC,2019-05-06 09:54:08.741014
2,BF,2019-05-06 09:54:08.741015
2,PM,2019-05-06 09:54:08.742016
2,BK,2019-05-06 09:54:12.318003
2,BR,2019-05-06 09:54:12.318004
2,GH,2019-05-06 09:54:12.319005
1,DC,2019-05-06 09:54:12.319006
2,MC,2019-05-06 09:54:12.319007
1,JE,2019-05-06 09:54:12.319008
2,PC,2019-05-06 09:54:12.320009
2,SM,2019-05-06 09:54:12.320010
2,TD,2019-05-06 09:54:12.320011
3,SY,2019-05-06 09:54:12.320012
2,ES,2019-05-06 09:54:12.320013
1,TC,2019-05-06 09:54:12.321014
2,BF,2019-05-06 09:54:12.321015
2,PM,2019-05-06 09:54:12.321016
2,BK,2019-05-06 09:54:16.081054
2,BR,2019-05-06 09:54:16.083055
2,GH,2019-05-06 09:54:16.086056
1,DC,2019-05-06 09:54:16.087057
2,MC,2019-05-06 09:54:16.088058
1,JE,2019-05-06 09:54:16.090059
2,PC,2019-05-06 09:54:16.091060
2,SM,2019-05-06 09:54:16.092061
2,TD,2019-05-06 09:54:16.093062
3,SY,2019-05-06 09:54:16.094063
2,ES,2019-05-06 09:54:16.095064
1,TC,2019-05-06 09:54:16.096065
2,BF,2019-05-06 09:54:16.097066
2,PM,2019-05-06 09:54:16.098067
2,BK,2019-05-06 09:54:18.891100
2,BR,2019-05-06 09:54:18.893101
2,GH,2019-05-06 09:54:18.894102
1,DC,2019-05-06 09:54:18.896103
2,MC,2019-05-06 09:54:18.897104
1,JE,2019-05-06 09:54:18.898105
2,PC,2019-05-06 09:54:18.900106
2,SM,2019-05-06 09:54:18.900107
2,TD,2019-05-06 09:54:18.901108
3,SY,2019-05-06 09:54:18.902109
2,ES,2019-05-06 09:54:18.903110
1,TC,2019-05-06 09:54:18.903111
2,BF,2019-05-06 09:54:18.904112
2,PM,2019-05-06 09:54:18.905113
2,BK,2019-05-06 09:54:21.290146
2,BR,2019-05-06 09:54:21.292147
2,GH,2019-05-06 09:54:21.293148
1,DC,2019-05-06 09:54:21.295149
2,MC,2019-05-06 09:54:21.296150
1,JE,2019-05-06 09:54:21.297151
2,PC,2019-05-06 09:54:21.298152
2,SM,2019-05-06 09:54:21.299153
2,TD,2019-05-06 09:54:21.299154
3,SY,2019-05-06 09:54:21.300155
2,ES,2019-05-06 09:54:21.301156
1,TC,2019-05-06 09:54:21.301157
2,BF,2019-05-06 09:54:21.302158
2,PM,2019-05-06 09:54:21.302159
2,BK,2019-05-06 09:54:23.512205
2,BR,2019-05-06 09:54:23.514206
2,GH,2019-05-06 09:54:23.515207
1,DC,2019-05-06 09:54:23.517208
2,MC,2019-05-06 09:54:23.518209
1,JE,2019-05-06 09:54:23.520210
2,PC,2019-05-06 09:54:23.521211
2,SM,2019-05-06 09:54:23.522212
2,TD,2019-05-06 09:54:23.523213
3,SY,2019-05-06 09:54:23.524214
2,ES,2019-05-06 09:54:23.524215
1,TC,2019-05-06 09:54:23.525216
2,BF,2019-05-06 09:54:23.526217
2,PM,2019-05-06 09:54:23.527218
2,BK,2019-05-06 09:54:26.667251
2,BR,2019-05-06 09:54:26.669252
2,GH,2019-05-06 09:54:26.670253
1,DC,2019-05-06 09:54:26.672254
2,MC,2019-05-06 09:54:26.673255
1,JE,2019-05-06 09:54:26.674256
2,PC,2019-05-06 09:54:26.675257
2,SM,2019-05-06 09:54:26.676258
2,TD,2019-05-06 09:54:26.677259
3,SY,2019-05-06 09:54:26.678260
2,ES,2019-05-06 09:54:26.679261
1,TC,2019-05-06 09:54:26.680262
2,BF,2019-05-06 09:54:26.681263
2,PM,2019-05-06 09:54:26.681264
2,BK,2019-05-06 09:54:28.917297
2,BR,2019-05-06 09:54:28.919298
2,GH,2019-05-06 09:54:28.921299
1,DC,2019-05-06 09:54:28.923300
2,MC,2019-05-06 09:54:28.924301
1,JE,2019-05-06 09:54:28.925302
2,PC,2019-05-06 09:54:28.927303
2,SM,2019-05-06 09:54:28.928304
2,TD,2019-05-06 09:54:28.929305
3,SY,2019-05-06 09:54:28.930306
2,ES,2019-05-06 09:54:28.931307
1,TC,2019-05-06 09:54:28.931308
2,BF,2019-05-06 09:54:28.932309
2,PM,2019-05-06 09:54:28.933310
2,BK,2019-05-06 09:54:39.531005
2,BR,2019-05-06 09:54:39.532006
2,GH,2019-05-06 09:54:39.533007
1,DC,2019-05-06 09:54:39.533008
2,MC,2019-05-06 09:54:39.534009
1,JE,2019-05-06 09:54:39.535010
2,PC,2019-05-06 09:54:39.535011
2,SM,2019-05-06 09:54:39.536012
2,TD,2019-05-06 09:54:39.536013
3,SY,2019-05-06 09:54:39.537014
2,ES,2019-05-06 09:54:39.537015
1,TC,2019-05-06 09:54:39.537016
2,BF,2019-05-06 09:54:39.538017
2,PM,2019-05-06 09:54:39.539018
2,BK,2019-05-06 09:54:48.270076
2,BR,2019-05-06 09:54:48.272077
2,GH,2019-05-06 09:54:48.274078
1,DC,2019-05-06 09:54:48.276079
2,MC,2019-05-06 09:54:48.277080
1,JE,2019-05-06 09:54:48.278081
2,PC,2019-05-06 09:54:48.280082
2,SM,2019-05-06 09:54:48.281083
2,TD,2019-05-06 09:54:48.282084
3,SY,2019-05-06 09:54:48.282085
2,ES,2019-05-06 09:54:48.283086
1,TC,2019-05-06 09:54:48.284087
2,BF,2019-05-06 09:54:48.285088
2,PM,2019-05-06 09:54:48.286089
2,BK,2019-05-06 09:54:49.060003
2,BR,2019-05-06 09:54:49.062004
2,GH,2019-05-06 09:54:49.063005
1,DC,2019-05-06 09:54:49.065006
2,MC,2019-05-06 09:54:49.066007
1,JE,2019-05-06 09:54:49.067008
2,PC,2019-05-06 09:54:49.068009
2,SM,2019-05-06 09:54:49.069010
2,TD,2019-05-06 09:54:49.070011
3,SY,2019-05-06 09:54:49.071012
2,ES,2019-05-06 09:54:49.072013
1,TC,2019-05-06 09:54:49.072014
2,BF,2019-05-06 09:54:49.073015
2,PM,2019-05-06 09:54:49.074016
2,BK,2019-05-06 09:56:22.839003
2,BR,2019-05-06 09:56:22.840004
2,GH,2019-05-06 09:56:22.841005
2,DC,2019-05-06 09:56:22.841006
2,MC,2019-05-06 09:56:22.842007
1,JE,2019-05-06 09:56:22.842008
2,PC,2019-05-06 09:56:22.843009
3,SM,2019-05-06 09:56:22.844010
2,TD,2019-05-06 09:56:22.845011
3,SY,2019-05-06 09:56:22.845012
2,ES,2019-05-06 09:56:22.846013
1,TC,2019-05-06 09:56:22.846014
1,BF,2019-05-06 09:56:22.847015
2,PM,2019-05-06 09:56:22.848016
2,BK,2019-05-06 09:56:38.488054
2,BR,2019-05-06 09:56:38.490055
2,GH,2019-05-06 09:56:38.492056
2,DC,2019-05-06 09:56:38.494057
2,MC,2019-05-06 09:56:38.495058
1,JE,2019-05-06 09:56:38.496059
2,PC,2019-05-06 09:56:38.497060
3,SM,2019-05-06 09:56:38.498061
2,TD,2019-05-06 09:56:38.499062
3,SY,2019-05-06 09:56:38.500063
2,ES,2019-05-06 09:56:38.501064
1,TC,2019-05-06 09:56:38.502065
1,BF,2019-05-06 09:56:38.503066
2,PM,2019-05-06 09:56:38.504067
2,BK,2019-05-06 09:56:45.356100
2,BR,2019-05-06 09:56:45.358101
2,GH,2019-05-06 09:56:45.359102
2,DC,2019-05-06 09:56:45.361103
2,MC,2019-05-06 09:56:45.362104
1,JE,2019-05-06 09:56:45.364105
2,PC,2019-05-06 09:56:45.365106
3,SM,2019-05-06 09:56:45.366107
2,TD,2019-05-06 09:56:45.366108
3,SY,2019-05-06 09:56:45.367109
2,ES,2019-05-06 09:56:45.368110
1,TC,2019-05-06 09:56:45.369111
1,BF,2019-05-06 09:56:45.370112
2,PM,2019-05-06 09:56:45.371113
2,BK,2019-05-06 09:56:48.536146
2,BR,2019-05-06 09:56:48.538147
2,GH,2019-05-06 09:56:48.539148
2,DC,2019-05-06 09:56:48.541149
2,MC,2019-05-06 09:56:48.542150
1,JE,2019-05-06 09:56:48.543151
2,PC,2019-05-06 09:56:48.544152
3,SM,2019-05-06 09:56:48.545153
2,TD,2019-05-06 09:56:48.546154
3,SY,2019-05-06 09:56:48.546155
2,ES,2019-05-06 09:56:48.547156
1,TC,2019-05-06 09:56:48.548157
1,BF,2019-05-06 09:56:48.549158
2,PM,2019-05-06 09:56:48.550159
2,BK,2019-05-06 09:56:55.172197
2,BR,2019-05-06 09:56:55.174198
2,GH,2019-05-06 09:56:55.175199
2,DC,2019-05-06 09:56:55.177200
2,MC,2019-05-06 09:56:55.178201
1,JE,2019-05-06 09:56:55.179202
2,PC,2019-05-06 09:56:55.181203
3,SM,2019-05-06 09:56:55.182204
2,TD,2019-05-06 09:56:55.183205
3,SY,2019-05-06 09:56:55.184206
2,ES,2019-05-06 09:56:55.185207
1,TC,2019-05-06 09:56:55.185208
1,BF,2019-05-06 09:56:55.186209
2,PM,2019-05-06 09:56:55.187210
2,BK,2019-05-06 09:59:03.682002
2,BR,2019-05-06 09:59:03.682003
2,GH,2019-05-06 09:59:03.682004
2,DC,2019-05-06 09:59:03.683005
2,MC,2019-05-06 09:59:03.683006
1,JE,2019-05-06 09:59:03.684007
2,PC,2019-05-06 09:59:03.684008
3,SM,2019-05-06 09:59:03.684009
2,TD,2019-05-06 09:59:03.684010
3,SY,2019-05-06 09:59:03.685011
2,ES,2019-05-06 09:59:03.685012
1,TC,2019-05-06 09:59:03.685013
1,BF,2019-05-06 09:59:03.685014
2,PM,2019-05-06 09:59:03.686015
2,BK,2019-05-06 10:01:54.800002
2,BR,2019-05-06 10:01:54.801003
2,GH,2019-05-06 10:01:54.801004
1,DC,2019-05-06 10:01:54.802005
2,MC,2019-05-06 10:01:54.802006
1,JE,2019-05-06 10:01:54.803007
2,PC,2019-05-06 10:01:54.804008
3,SM,2019-05-06 10:01:54.804009
2,TD,2019-05-06 10:01:54.804010
3,SY,2019-05-06 10:01:54.805011
2,ES,2019-05-06 10:01:54.805012
1,TC,2019-05-06 10:01:54.806013
1,BF,2019-05-06 10:01:54.806014
2,PM,2019-05-06 10:01:54.807015
2,BK,2019-05-06 10:03:34.673001
2,BR,2019-05-06 10:03:34.675002
2,GH,2019-05-06 10:03:34.677003
1,DC,2019-05-06 10:03:34.679004
2,MC,2019-05-06 10:03:34.680005
1,JE,2019-05-06 10:03:34.682006
2,PC,2019-05-06 10:03:34.683007
3,SM,2019-05-06 10:03:34.684008
2,TD,2019-05-06 10:03:34.685009
3,SY,2019-05-06 10:03:34.686010
2,ES,2019-05-06 10:03:34.686011
1,TC,2019-05-06 10:03:34.687012
1,BF,2019-05-06 10:03:34.688013
2,PM,2019-05-06 10:03:34.689014
2,BK,2019-05-06 10:05:20.079002
2,BR,2019-05-06 10:05:20.081003
2,GH,2019-05-06 10:05:20.082004
1,DC,2019-05-06 10:05:20.083005
2,MC,2019-05-06 10:05:20.085006
1,JE,2019-05-06 10:05:20.087007
2,PC,2019-05-06 10:05:20.088008
3,SM,2019-05-06 10:05:20.088009
2,TD,2019-05-06 10:05:20.089010
3,SY,2019-05-06 10:05:20.090011
2,ES,2019-05-06 10:05:20.090012
1,TC,2019-05-06 10:05:20.091013
1,BF,2019-05-06 10:05:20.092014
2,PM,2019-05-06 10:05:20.092015
2,BK,2019-05-06 10:05:56.940003
2,BR,2019-05-06 10:05:56.941004
2,GH,2019-05-06 10:05:56.941005
1,DC,2019-05-06 10:05:56.942006
2,MC,2019-05-06 10:05:56.942007
1,JE,2019-05-06 10:05:56.943008
2,PC,2019-05-06 10:05:56.944009
3,SM,2019-05-06 10:05:56.944010
2,TD,2019-05-06 10:05:56.945011
3,SY,2019-05-06 10:05:56.945012
2,ES,2019-05-06 10:05:56.946013
1,TC,2019-05-06 10:05:56.946014
1,BF,2019-05-06 10:05:56.947015
2,PM,2019-05-06 10:05:56.947016
2,BK,2019-05-06 10:07:59.354002
2,BR,2019-05-06 10:07:59.354003
2,GH,2019-05-06 10:07:59.355004
1,DC,2019-05-06 10:07:59.355005
2,MC,2019-05-06 10:07:59.356006
1,JE,2019-05-06 10:07:59.356007
2,PC,2019-05-06 10:07:59.356008
3,SM,2019-05-06 10:07:59.357009
2,TD,2019-05-06 10:07:59.357010
3,SY,2019-05-06 10:07:59.357011
2,ES,2019-05-06 10:07:59.358012
1,TC,2019-05-06 10:07:59.358013
1,BF,2019-05-06 10:07:59.358014
2,PM,2019-05-06 10:07:59.359015
2,BK,2019-05-06 10:08:45.501003
2,BR,2019-05-06 10:08:45.503004
2,GH,2019-05-06 10:08:45.504005
1,DC,2019-05-06 10:08:45.505006
2,MC,2019-05-06 10:08:45.506007
1,JE,2019-05-06 10:08:45.507008
2,PC,2019-05-06 10:08:45.509009
3,SM,2019-05-06 10:08:45.510010
2,TD,2019-05-06 10:08:45.511011
3,SY,2019-05-06 10:08:45.512012
2,ES,2019-05-06 10:08:45.513013
1,TC,2019-05-06 10:08:45.514014
1,BF,2019-05-06 10:08:45.516015
2,PM,2019-05-06 10:08:45.517016
2,BK,2019-05-06 10:10:48.190002
2,BR,2019-05-06 10:10:48.191003
2,GH,2019-05-06 10:10:48.192004
1,DC,2019-05-06 10:10:48.192005
2,MC,2019-05-06 10:10:48.193006
1,JE,2019-05-06 10:10:48.194007
1,PC,2019-05-06 10:10:48.194008
3,SM,2019-05-06 10:10:48.195009
2,TD,2019-05-06 10:10:48.195010
3,SY,2019-05-06 10:10:48.196011
2,ES,2019-05-06 10:10:48.197012
1,TC,2019-05-06 10:10:48.197013
1,BF,2019-05-06 10:10:48.198014
2,PM,2019-05-06 10:10:48.199015
2,BK,2019-05-06 10:11:54.150002
2,BR,2019-05-06 10:11:54.151003
2,GH,2019-05-06 10:11:54.151004
1,DC,2019-05-06 10:11:54.152005
2,MC,2019-05-06 10:11:54.153006
1,JE,2019-05-06 10:11:54.153007
1,PC,2019-05-06 10:11:54.154008
3,SM,2019-05-06 10:11:54.154009
2,TD,2019-05-06 10:11:54.155010
3,SY,2019-05-06 10:11:54.155011
2,ES,2019-05-06 10:11:54.156012
1,TC,2019-05-06 10:11:54.156013
1,BF,2019-05-06 10:11:54.157014
2,PM,2019-05-06 10:11:54.157015
2,BK,2019-05-06 10:14:35.072002
2,BR,2019-05-06 10:14:35.072003
2,GH,2019-05-06 10:14:35.073004
1,DC,2019-05-06 10:14:35.073005
2,MC,2019-05-06 10:14:35.073006
1,JE,2019-05-06 10:14:35.074007
1,PC,2019-05-06 10:14:35.074008
3,SM,2019-05-06 10:14:35.074009
2,TD,2019-05-06 10:14:35.075010
3,SY,2019-05-06 10:14:35.075011
2,ES,2019-05-06 10:14:35.075012
1,TC,2019-05-06 10:14:35.076013
1,BF,2019-05-06 10:14:35.076014
2,PM,2019-05-06 10:14:35.076015
2,BK,2019-05-06 10:15:25.199002
2,BR,2019-05-06 10:15:25.200003
2,GH,2019-05-06 10:15:25.200004
1,DC,2019-05-06 10:15:25.201005
2,MC,2019-05-06 10:15:25.201006
1,JE,2019-05-06 10:15:25.202007
1,PC,2019-05-06 10:15:25.203008
3,SM,2019-05-06 10:15:25.203009
2,TD,2019-05-06 10:15:25.203010
3,SY,2019-05-06 10:15:25.204011
2,ES,2019-05-06 10:15:25.204012
1,TC,2019-05-06 10:15:25.205013
1,BF,2019-05-06 10:15:25.205014
2,PM,2019-05-06 10:15:25.206015
2,BK,2019-05-06 10:16:42.554002
3,BR,2019-05-06 10:16:42.555003
2,GH,2019-05-06 10:16:42.556004
1,DC,2019-05-06 10:16:42.556005
2,MC,2019-05-06 10:16:42.557006
2,JE,2019-05-06 10:16:42.557007
2,PC,2019-05-06 10:16:42.558008
3,SM,2019-05-06 10:16:42.558009
2,TD,2019-05-06 10:16:42.558010
3,SY,2019-05-06 10:16:42.559011
2,ES,2019-05-06 10:16:42.559012
2,TC,2019-05-06 10:16:42.560013
1,BF,2019-05-06 10:16:42.560014
2,PM,2019-05-06 10:16:42.561015
2,BK,2019-05-06 10:17:52.437002
3,BR,2019-05-06 10:17:52.438003
2,GH,2019-05-06 10:17:52.439004
1,DC,2019-05-06 10:17:52.439005
2,MC,2019-05-06 10:17:52.440006
2,JE,2019-05-06 10:17:52.441007
2,PC,2019-05-06 10:17:52.441008
3,SM,2019-05-06 10:17:52.442009
2,TD,2019-05-06 10:17:52.443010
3,SY,2019-05-06 10:17:52.443011
2,ES,2019-05-06 10:17:52.444012
2,TC,2019-05-06 10:17:52.445013
1,BF,2019-05-06 10:17:52.445014
2,PM,2019-05-06 10:17:52.446015
2,BK,2019-05-06 10:17:56.944003
5,BK,2019-05-06 10:21:55.244002
2,BR,2019-05-06 10:21:55.245003
3,GH,2019-05-06 10:21:55.246004
3,DC,2019-05-06 10:21:55.246005
5,MC,2019-05-06 10:21:55.247006
4,JE,2019-05-06 10:21:55.248007
3,PC,2019-05-06 10:21:55.248008
3,SM,2019-05-06 10:21:55.249009
4,TD,2019-05-06 10:21:55.249010
2,SY,2019-05-06 10:21:55.250011
4,ES,2019-05-06 10:21:55.250012
3,TC,2019-05-06 10:21:55.250013
3,BF,2019-05-06 10:21:55.251014
3,PM,2019-05-06 10:21:55.252015
2,BK,2019-05-06 10:22:47.151002
3,BR,2019-05-06 10:22:47.152003
2,GH,2019-05-06 10:22:47.152004
2,DC,2019-05-06 10:22:47.152005
2,MC,2019-05-06 10:22:47.152006
2,JE,2019-05-06 10:22:47.152007
2,PC,2019-05-06 10:22:47.152008
2,SM,2019-05-06 10:22:47.152009
2,TD,2019-05-06 10:22:47.153010
3,SY,2019-05-06 10:22:47.153011
2,ES,2019-05-06 10:22:47.153012
1,TC,2019-05-06 10:22:47.153013
1,BF,2019-05-06 10:22:47.153014
2,PM,2019-05-06 10:22:47.153015
2,BK,2019-05-06 10:22:50.444049
3,BR,2019-05-06 10:22:50.446050
2,GH,2019-05-06 10:22:50.448051
2,DC,2019-05-06 10:22:50.450052
2,MC,2019-05-06 10:22:50.452053
2,JE,2019-05-06 10:22:50.453054
2,PC,2019-05-06 10:22:50.454055
2,SM,2019-05-06 10:22:50.455056
2,TD,2019-05-06 10:22:50.456057
3,SY,2019-05-06 10:22:50.456058
2,ES,2019-05-06 10:22:50.457059
1,TC,2019-05-06 10:22:50.458060
1,BF,2019-05-06 10:22:50.459061
2,PM,2019-05-06 10:22:50.460062
2,BK,2019-05-06 10:26:03.052003
3,BR,2019-05-06 10:26:03.053004
2,GH,2019-05-06 10:26:03.054005
1,DC,2019-05-06 10:26:03.055006
2,MC,2019-05-06 10:26:03.056007
2,JE,2019-05-06 10:26:03.056008
2,PC,2019-05-06 10:26:03.057009
2,SM,2019-05-06 10:26:03.058010
2,TD,2019-05-06 10:26:03.058011
2,SY,2019-05-06 10:26:03.059012
2,ES,2019-05-06 10:26:03.060013
2,TC,2019-05-06 10:26:03.060014
1,BF,2019-05-06 10:26:03.061015
2,PM,2019-05-06 10:26:03.062016
2,BK,2019-05-06 10:28:17.430002
3,BR,2019-05-06 10:28:17.430003
2,GH,2019-05-06 10:28:17.431004
1,DC,2019-05-06 10:28:17.432005
2,MC,2019-05-06 10:28:17.432006
2,JE,2019-05-06 10:28:17.433007
2,PC,2019-05-06 10:28:17.433008
2,SM,2019-05-06 10:28:17.434009
2,TD,2019-05-06 10:28:17.434010
2,SY,2019-05-06 10:28:17.434011
2,ES,2019-05-06 10:28:17.435012
2,TC,2019-05-06 10:28:17.435013
1,BF,2019-05-06 10:28:17.436014
2,PM,2019-05-06 10:28:17.436015
5,BK,2019-05-06 10:30:56.743002
2,BR,2019-05-06 10:30:56.743003
3,GH,2019-05-06 10:30:56.744004
3,DC,2019-05-06 10:30:56.744005
4,MC,2019-05-06 10:30:56.744006
3,JE,2019-05-06 10:30:56.745007
3,PC,2019-05-06 10:30:56.745008
3,SM,2019-05-06 10:30:56.745009
5,TD,2019-05-06 10:30:56.746010
2,SY,2019-05-06 10:30:56.746011
3,ES,2019-05-06 10:30:56.746012
4,TC,2019-05-06 10:30:56.747013
3,BF,2019-05-06 10:30:56.747014
3,PM,2019-05-06 10:30:56.747015
5,BK,2019-05-06 10:31:30.490056
2,BR,2019-05-06 10:31:30.493057
3,GH,2019-05-06 10:31:30.494058
2,DC,2019-05-06 10:31:30.496059
4,MC,2019-05-06 10:31:30.497060
3,JE,2019-05-06 10:31:30.499061
2,PC,2019-05-06 10:31:30.500062
3,SM,2019-05-06 10:31:30.501063
4,TD,2019-05-06 10:31:30.502064
2,SY,2019-05-06 10:31:30.503065
3,ES,2019-05-06 10:31:30.503066
5,TC,2019-05-06 10:31:30.504067
4,BF,2019-05-06 10:31:30.505068
3,PM,2019-05-06 10:31:30.506069
5,BK,2019-05-06 10:31:40.114110
2,BR,2019-05-06 10:31:40.115111
3,GH,2019-05-06 10:31:40.117112
2,DC,2019-05-06 10:31:40.118113
4,MC,2019-05-06 10:31:40.120114
3,JE,2019-05-06 10:31:40.121115
2,PC,2019-05-06 10:31:40.122116
3,SM,2019-05-06 10:31:40.123117
4,TD,2019-05-06 10:31:40.124118
2,SY,2019-05-06 10:31:40.125119
3,ES,2019-05-06 10:31:40.125120
5,TC,2019-05-06 10:31:40.126121
4,BF,2019-05-06 10:31:40.127122
3,PM,2019-05-06 10:31:40.128123
2,BK,2019-05-06 10:33:50.722003
3,BR,2019-05-06 10:33:50.722004
2,GH,2019-05-06 10:33:50.722005
1,DC,2019-05-06 10:33:50.722006
2,MC,2019-05-06 10:33:50.722007
2,JE,2019-05-06 10:33:50.723008
1,PC,2019-05-06 10:33:50.723009
2,SM,2019-05-06 10:33:50.723010
2,TD,2019-05-06 10:33:50.723011
3,SY,2019-05-06 10:33:50.723012
2,ES,2019-05-06 10:33:50.724013
2,TC,2019-05-06 10:33:50.724014
1,BF,2019-05-06 10:33:50.724015
2,PM,2019-05-06 10:33:50.724016
2,BK,2019-05-06 10:33:57.256002
3,BR,2019-05-06 10:33:57.256003
2,GH,2019-05-06 10:33:57.257004
1,DC,2019-05-06 10:33:57.258005
2,MC,2019-05-06 10:33:57.258006
2,JE,2019-05-06 10:33:57.259007
1,PC,2019-05-06 10:33:57.259008
2,SM,2019-05-06 10:33:57.259009
2,TD,2019-05-06 10:33:57.260010
3,SY,2019-05-06 10:33:57.260011
2,ES,2019-05-06 10:33:57.261012
2,TC,2019-05-06 10:33:57.261013
1,BF,2019-05-06 10:33:57.262014
2,PM,2019-05-06 10:33:57.262015
2,BK,2019-05-06 10:34:02.850054
3,BR,2019-05-06 10:34:02.852055
2,GH,2019-05-06 10:34:02.853056
1,DC,2019-05-06 10:34:02.854057
2,MC,2019-05-06 10:34:02.855058
2,JE,2019-05-06 10:34:02.856059
1,PC,2019-05-06 10:34:02.857060
2,SM,2019-05-06 10:34:02.858061
2,TD,2019-05-06 10:34:02.859062
3,SY,2019-05-06 10:34:02.860063
2,ES,2019-05-06 10:34:02.860064
2,TC,2019-05-06 10:34:02.861065
1,BF,2019-05-06 10:34:02.862066
2,PM,2019-05-06 10:34:02.863067
2,BK,2019-05-06 10:34:13.989003
3,BR,2019-05-06 10:34:13.990004
2,GH,2019-05-06 10:34:13.990005
1,DC,2019-05-06 10:34:13.990006
2,MC,2019-05-06 10:34:13.991007
2,JE,2019-05-06 10:34:13.991008
1,PC,2019-05-06 10:34:13.992009
2,SM,2019-05-06 10:34:13.992010
2,TD,2019-05-06 10:34:13.992011
3,SY,2019-05-06 10:34:13.992012
2,ES,2019-05-06 10:34:13.993013
2,TC,2019-05-06 10:34:13.993014
1,BF,2019-05-06 10:34:13.993015
2,PM,2019-05-06 10:34:13.994016
2,BK,2019-05-06 10:36:13.819002
3,BR,2019-05-06 10:36:13.821003
